ts_key;title;country;category
bebank0109;Belgium, Balance Sheet & Flows of MFI Sector, MFIs, Liabilities, By Type, Lending & Deposits, Deposits, Belgium, Euro, General Government, EUR;be;Financial Variables
bebank0104;Belgium, Balance Sheet & Flows of MFI Sector, MFIs, Liabilities, By Type, Lending & Deposits, Deposits, Total, EUR;be;Financial Variables
bebank0128;Belgium, Balance Sheet & Flows of MFI Sector, MFIs, Liabilities, Total, Total, EUR;be;Financial Variables
befofi0044;Belgium, International Reserves, Official Reserve Assets, Total, EUR;be;Financial Variables
bel0005;Belgium, Equity Indices, Euronext Brussels, Basic Materials, Index, Price Return, Close, EUR;be;Financial Variables
bel0011;Belgium, Equity Indices, Euronext Brussels, Consumer Goods, Index, Price Return, Close, EUR;be;Financial Variables
bel0017;Belgium, Equity Indices, Euronext Brussels, Consumer Services, Index, Price Return, Close, EUR;be;Financial Variables
bel0004;Belgium, Equity Indices, Euronext Brussels, Financials, Index, Price Return, Close, EUR;be;Financial Variables
bel0001;Belgium, Equity Indices, Euronext Brussels, Technology, Index, Price Return, Close, EUR;be;Financial Variables
bel0020;Belgium, Equity Indices, Euronext Brussels, Health Care, Index, Price Return, Close, EUR;be;Financial Variables
bel0013;Belgium, Equity Indices, Euronext Brussels, Industrials, Index, Price Return, Close, EUR;be;Financial Variables
bel0006;Belgium, Equity Indices, Euronext Brussels, Telecommunications, Index, Price Return, Close, EUR;be;Financial Variables
bel0014;Belgium, Equity Indices, Euronext Brussels, Utilities, Index, Price Return, Close, EUR;be;Financial Variables
betrad0412;Belgium, Foreign Trade, Export, Intra-EU, EUR;be;International Trade
betrad0411;Belgium, Foreign Trade, Export, EUR;be;International Trade
expivuextea19totalbeb9;Belgium, Eurostat, International Trade in Goods, Exports, Extra-Euro Area-19, Total, Unit Value, Index;be;International Trade
betrad0415;Belgium, Foreign Trade, Import, Intra-EU, EUR;be;International Trade
betrad0414;Belgium, Foreign Trade, Import, EUR;be;International Trade
impivuworldconsbeb9;Belgium, Eurostat, International Trade in Goods, Imports, All Countries of the World, Consumption Goods, Unit Value, Index;be;International Trade
betrad0473;Belgium, Export/Import Prices, Terms of Trade, According to the National Concept, Index;be;International Trade
belama0576;Belgium, Unemployment, Job Seekers, Women & Men, By Age, Aged under 25 Years;be;Labor Market
belama0368;Belgium, Unemployment, Rate, Women & Men (Harmonized), SA;be;Labor Market
belama1044;Belgium, Unemployment, Unemployed Recipients of Unemployment Benefits, Total;be;Labor Market
beprod0291;Belgium, Mining & Quarrying, Total, SA, Index;be;Manufacturing
beprod0280;Belgium, Manufacturing, Food Industries, SA, Index;be;Manufacturing
beprod0278;Belgium, Manufacturing, Paper & Cardboard, SA, Index;be;Manufacturing
beprod0250;Belgium, Mining & Quarrying, Coke & Refined Petroleum, SA, Index;be;Manufacturing
beprod0275;Belgium, Manufacturing, Chemical & Pharmaceutical Industry, SA, Index;be;Manufacturing
beprod0263;Belgium, Manufacturing, Rubber & Plastic, SA, Index;be;Manufacturing
beprod0289;Belgium, Manufacturing, Basic Metals & Fabricated Metal Products, Except Machinery & Equipment, SA, Index;be;Manufacturing
beprod0264;Belgium, Manufacturing, Computer, Electronic & Optical Equipment, SA, Index;be;Manufacturing
beprod0269;Belgium, Manufacturing, Electrical Engineering, SA, Index;be;Manufacturing
beprod0259;Belgium, Manufacturing, Machinery & Equipment N.E.C., SA, Index;be;Manufacturing
beprod0252;Belgium, Manufacturing, Motor Vehicles, Trailers & Semi-Trailers, SA, Index;be;Manufacturing
beprod0242;Belgium, Manufacturing, Other, SA, Index;be;Manufacturing
beprod0293;Belgium, Manufacturing, Production & Distribution of Electricity, Gas, Steam & Air Conditioning, SA, Index;be;Manufacturing
beprod0246;Belgium, Industrial Production, Capital Goods, SA, Index;be;Manufacturing
beprod0243;Belgium, Industrial Production, Consumer Goods, SA, Index;be;Manufacturing
beprod0244;Belgium, Industrial Production, Consumer Durables, SA, Index;be;Manufacturing
beprod0247;Belgium, Industrial Production, Intermediate Goods, SA, Index;be;Manufacturing
beprod0248;Belgium, Industrial Production, Intermediate Goods & Investment, SA, Index;be;Manufacturing
beprod0245;Belgium, Industrial Production, Consumer Non-Durables, SA, Index;be;Manufacturing
beprod0292;Belgium, Manufacturing, Total, SA, Index;be;Manufacturing
beprod0284;Belgium, Mining & Quarrying, Industry (Except Construction), Except Sewerage, Waste Management & Remediation Activities & Water Collection, Treatment & Supply, SA, Index;be;Manufacturing
tovtc20nsai15bevm;Belgium, Eurostat, Turnover in Industry, Total Market, Manufacture of Chemicals & Chemical Products (C20), 2015=100, Index;be;Manufacturing
tovtc19nsai15bevm;Belgium, Eurostat, Turnover in Industry, Total Market, Manufacture of Coke & Refined Petroleum Products (C19), 2015=100, Index;be;Manufacturing
tovtmigndcogcai15bevm;Belgium, Eurostat, Turnover in Industry, Total Market, MIG - Non-Durable Consumer Goods, 2015=100, Calendar Adjusted, Index;be;Manufacturing
tovtmigingscai15bevm;Belgium, Eurostat, Turnover in Industry, Total Market, MIG - Intermediate Goods, 2015=100, Calendar Adjusted, SA, Index;be;Manufacturing
tovtcnsai15bevm;Belgium, Eurostat, Turnover in Industry, Total Market, Manufacturing (C), 2015=100, Index;be;Manufacturing
tovtmigndcognsai15bevm;Belgium, Eurostat, Turnover in Industry, Total Market, MIG - Non-Durable Consumer Goods, 2015=100, Index;be;Manufacturing
bepric1061;Belgium, Consumer Price Index, Total, Index;be;Prices and Monetary Variables
bepric0595;Belgium, Consumer Price Index, Housing, Water, Electricity, Gas & Other Fuels, Index;be;Prices and Monetary Variables
bepric0834;Belgium, Consumer Price Index, Communication, Index;be;Prices and Monetary Variables
bepric1361;Belgium, Consumer Price Index, Foodstuffs, Index;be;Prices and Monetary Variables
bepric1353;Belgium, Consumer Price Index, Total, Health Index, Index;be;Prices and Monetary Variables
bepric0974;Belgium, Consumer Price Index, Restaurants & Hotels, Restaurants & Cafes, Index;be;Prices and Monetary Variables
bepric0967;Belgium, Consumer Price Index, Education, Index;be;Prices and Monetary Variables
bepric0743;Belgium, Consumer Price Index, Health Expenditure, Index;be;Prices and Monetary Variables
bepric0779;Belgium, Consumer Price Index, Transport, Index;be;Prices and Monetary Variables
bepric0844;Belgium, Consumer Price Index, Leisure & Culture, Index;be;Prices and Monetary Variables
bepric1362;Belgium, Consumer Price Index, Non-Foodstuffs, Index;be;Prices and Monetary Variables
bepric1005;Belgium, Consumer Price Index, Other Goods & Services, Index;be;Prices and Monetary Variables
bepric1364;Belgium, Consumer Price Index, Rent, Index;be;Prices and Monetary Variables
bepric1363;Belgium, Consumer Price Index, Services, Index;be;Prices and Monetary Variables
bepric1354;Belgium, Harmonized CPI, Total, Total, Index;be;Prices and Monetary Variables
bebank0103;Belgium, Balance Sheet & Flows of MFI Sector, MFIs, Liabilities, By Type, Currency In Circulation, Total, EUR;be;Prices and Monetary Variables
bemost0001;Belgium, Monetary Statistics, Monetary Aggregates, M1, Overnight Deposits, EUR;be;Prices and Monetary Variables
bemost0007;Belgium, Monetary Statistics, Monetary Aggregates, M3, Excluding The Currency in Circulation, Total, EUR;be;Prices and Monetary Variables
bepric1248;Belgium, Producer Price Index, Manufacturing, Basic Metals, Index;be;Prices and Monetary Variables
bepric1102;Belgium, Producer Price Index, Manufacturing, Beverages, Detail, Index;be;Prices and Monetary Variables
bepric1244;Belgium, Producer Price Index, Manufacturing, Chemicals & Chemical Products, Index;be;Prices and Monetary Variables
bepric1250;Belgium, Producer Price Index, Manufacturing, Computer, Electronic & Optical Products, Index;be;Prices and Monetary Variables
bepric1233;Belgium, Producer Price Index, Consumer Goods, Index;be;Prices and Monetary Variables
bepric1231;Belgium, Producer Price Index, Durable Consumer Goods, Index;be;Prices and Monetary Variables
bepric1251;Belgium, Producer Price Index, Manufacturing, Electrical Equipment, Index;be;Prices and Monetary Variables
bepric1234;Belgium, Producer Price Index, Energy, Index;be;Prices and Monetary Variables
bepric1256;Belgium, Producer Price Index, Electricity, Gas, Steam & Hot Water Supply, Electricity, Gas, Steam & Air Conditioning Supply, Index;be;Prices and Monetary Variables
bepric1237;Belgium, Producer Price Index, Manufacturing, Food Products & Beverages, Index;be;Prices and Monetary Variables
bepric1259;Belgium, Producer Price Index, Industry, Index;be;Prices and Monetary Variables
bepric1229;Belgium, Producer Price Index, Intermediate Goods, Index;be;Prices and Monetary Variables
bepric1230;Belgium, Producer Price Index, Capital Goods, Index;be;Prices and Monetary Variables
bepric1235;Belgium, Producer Price Index, Manufacturing, Metal Products, Machinery & Equipment, Index;be;Prices and Monetary Variables
bepric1252;Belgium, Producer Price Index, Manufacturing, Machinery & Equipment N.E.C., Index;be;Prices and Monetary Variables
bepric1249;Belgium, Producer Price Index, Manufacturing, Fabricated Metal Products, Except Machinery & Equipment, Index;be;Prices and Monetary Variables
bepric1232;Belgium, Producer Price Index, Non Durable Consumer Goods, Index;be;Prices and Monetary Variables
bepric1255;Belgium, Producer Price Index, Manufacturing, Other Manufacturing, Index;be;Prices and Monetary Variables
bepric1245;Belgium, Producer Price Index, Manufacturing, Basic Pharmaceutical Products & Pharmaceutical Preparations, Index;be;Prices and Monetary Variables
bepric1243;Belgium, Producer Price Index, Manufacturing, Refined Petroleum Products, Index;be;Prices and Monetary Variables
bepric1246;Belgium, Producer Price Index, Manufacturing, Rubber & Plastic Products, Index;be;Prices and Monetary Variables
bepric1228;Belgium, Producer Price Index, Total Industry, Except Energy, Index;be;Prices and Monetary Variables
bepric1106;Belgium, Producer Price Index, Manufacturing, Tobacco Products, Index;be;Prices and Monetary Variables
bepric1239;Belgium, Producer Price Index, Manufacturing, Textiles, Index;be;Prices and Monetary Variables
bepric1253;Belgium, Producer Price Index, Manufacturing, Construction & Assembly of Motor Vehicles, Trailers & Semi-Trailers, Index;be;Prices and Monetary Variables
bepric1227;Belgium, Producer Price Index, Total Industry, Excluding Construction, Index;be;Prices and Monetary Variables
be12mgov;Belgium, Government Benchmarks, 12 Month, Yield;be;Prices and Monetary Variables
be5ygov;Belgium, Government Benchmarks, Macrobond, 5 Year, Yield;be;Prices and Monetary Variables
be6mgov;Belgium, Government Benchmarks, 6 Month, Yield;be;Prices and Monetary Variables
beaceapc;Belgium, Domestic Trade, Vehicle Registrations (ACEA), New, Passenger Cars;be;Retail and Consumption
desurv01046;Germany, Business Surveys, Ifo, Business Survey, Total, Business Climate, Average, SA (X-13 ARIMA), Index;de;Business Surveys
desurv01048;Germany, Business Surveys, Ifo, Business Survey, Total, Expectations with Regard to Business Development in the Next 6 Months, SA (X-13 ARIMA), Index;de;Business Surveys
desurv7681;Germany, Business Surveys, Ifo, Business Survey, Construction, Total, Expectations with Regard to Employees Altogether in the Next 3 to 4 Months, Balance (Employment Barometer), SA (X-13 ARIMA);de;Business Surveys
deifo_f4000000_kkd_bds;Germany, Business Surveys, Ifo, Business Survey, Construction, Total, Capacity Utilization, Average, SA;de;Business Surveys
desurv7675;Germany, Business Surveys, Ifo, Business Survey, Construction, Total, Construction Prices Compared to Previous Month, Balance, SA (X-13 ARIMA);de;Business Surveys
desurv7679;Germany, Business Surveys, Ifo, Business Survey, Construction, Total, Expectations with Regard to Construction Prices in the Next 3 Months, Balance, SA (X-13 ARIMA);de;Business Surveys
desurv7667;Germany, Business Surveys, Ifo, Business Survey, Construction, Total, Expectations with Regard to Construction Activity in the Next 3 Months, Balance, SA (X-13 ARIMA);de;Business Surveys
desurv7651;Germany, Business Surveys, Ifo, Business Survey, Construction, Total, Construction Activity Compared to the Average of the Last 3 Months, Balance, SA (X-13 ARIMA);de;Business Surveys
desurv01044;Germany, Business Surveys, Ifo, Dispersion, Total, Including Services, SA (X-13 ARIMA), 3 Month Moving Average;de;Business Surveys
desurv1126;Germany, Business Surveys, Ifo, Business Survey, Manufacturing Industry, Total, Production Activity Compared to the Previous Month, Balance, SA (X-13 ARIMA);de;Business Surveys
desurv1128;Germany, Business Surveys, Ifo, Business Survey, Manufacturing Industry, Total, Finished Goods Inventory, Balance, SA (X-13 ARIMA);de;Business Surveys
desurv1130;Germany, Business Surveys, Ifo, Business Survey, Manufacturing Industry, Total, Demand Situation Compared to the Previous Month, Balance, SA (X-13 ARIMA);de;Business Surveys
desurv1132;Germany, Business Surveys, Ifo, Business Survey, Manufacturing Industry, Total, Orders on Hand Compared to the Previous Month, Balance, SA (X-13 ARIMA);de;Business Surveys
desurv1134;Germany, Business Surveys, Ifo, Business Survey, Manufacturing Industry, Total, Orders on Hand, Balance, SA (X-13 ARIMA);de;Business Surveys
desurv1136;Germany, Business Surveys, Ifo, Business Survey, Manufacturing Industry, Total, Domestic Sales Prices Compared to the Previous Month, Balance, SA (X-13 ARIMA);de;Business Surveys
desurv1138;Germany, Business Surveys, Ifo, Business Survey, Manufacturing Industry, Total, Expectations with Regard to Production Activity in the Next 3 Months, Balance, SA (X-13 ARIMA);de;Business Surveys
desurv1140;Germany, Business Surveys, Ifo, Business Survey, Manufacturing Industry, Total, Expectations with Regard to Domestic Sales Prices in the Next 3 Months, Balance, SA (X-13 ARIMA);de;Business Surveys
desurv1142;Germany, Business Surveys, Ifo, Business Survey, Manufacturing Industry, Total, Expectations with Regard to Export Business in the Next 3 Months, Balance, SA (X-13 ARIMA);de;Business Surveys
desurv1144;Germany, Business Surveys, Ifo, Business Survey, Manufacturing Industry, Total, Foreign Orders on Hand, Balance, SA (X-13 ARIMA);de;Business Surveys
desurv1148;Germany, Business Surveys, Ifo, Business Survey, Manufacturing Industry, Total, Expectations with Regard to Employees in the Next 3 Months, Balance (Employment Barometer), SA (X-13 ARIMA);de;Business Surveys
desurv1030;Germany, Business Surveys, Ifo, Business Survey, Construction, Total, Assessment of the Business Situation, SA (X-13 ARIMA), Index;de;Business Surveys
desurv1034;Germany, Business Surveys, Ifo, Business Survey, Construction, Total, Expectations with Regard to the Business Development in the Next 6 Months, SA (X-13 ARIMA), Index;de;Business Surveys
desurv01047;Germany, Business Surveys, Ifo, Business Survey, Total, Assessment of the Business Situation, SA (X-13 ARIMA), Index;de;Business Surveys
desurv7673;Germany, Business Surveys, Ifo, Business Survey, Construction, Total, Range of Orders on Hand, SA (X-13 ARIMA);de;Business Surveys
desurv1009;Germany, Business Surveys, Ifo, Business Survey, Manufacturing Industry, Total, Assessment of the Business Situation, SA (X-13 ARIMA), Index;de;Business Surveys
desurv1011;Germany, Business Surveys, Ifo, Business Survey, Manufacturing Industry, Total, Expectations with Regard to Business Development in the Next 6 Months, SA (X-13 ARIMA), Index;de;Business Surveys
desurv1052;Germany, Business Surveys, Ifo, Business Survey, Retail Trade, Total, Including Motor Vehicles, Assessment of the Business Situation, SA (X-13 ARIMA), Index;de;Business Surveys
desurv1056;Germany, Business Surveys, Ifo, Business Survey, Retail Trade, Total, Including Motor Vehicles, Expectations with Regard to the Business Development in the Next 6 Months, SA (X-13 ARIMA), Index;de;Business Surveys
desurv1041;Germany, Business Surveys, Ifo, Business Survey, Wholesale Trade, Total, Including Motor Vehicles, Assessment of the Business Situation, SA (X-13 ARIMA), Index;de;Business Surveys
desurv1045;Germany, Business Surveys, Ifo, Business Survey, Wholesale Trade, Total, Including Motor Vehicles, Expectations with Regard to the Business Development in the Next 6 Months, SA (X-13 ARIMA), Index;de;Business Surveys
desurv7659;Germany, Business Surveys, Ifo, Business Survey, Construction, Total, Unfavorable Weather Situation, Yes-Answers, SA (X-13 ARIMA);de;Business Surveys
deifo_g4700010_lus_bds;Germany, Business Surveys, Ifo, Business Survey, Retail Trade, Total, Including Motor Vehicles, Assessment of Inventories, Balance, SA;de;Business Surveys
deifo_g4700010_pvs_bds;Germany, Business Surveys, Ifo, Business Survey, Retail Trade, Total, Including Motor Vehicles, Selling Prices Compared to the Previous Month, Balance, SA;de;Business Surveys
deifo_g4700010_oes_bds;Germany, Business Surveys, Ifo, Business Survey, Retail Trade, Total, Including Motor Vehicles, Expectations with Regard to Order Activity in the Next 3 Months, Balance, SA;de;Business Surveys
deifo_g4700010_bes_bds;Germany, Business Surveys, Ifo, Business Survey, Retail Trade, Total, Including Motor Vehicles, Expectations with Regard to Number of Employees, Balance, SA;de;Business Surveys
deifo_g4700010_pws_bds;Germany, Business Surveys, Ifo, Business Survey, Retail Trade, Total, Including Motor Vehicles, Expectations with Regard to Selling Prices in the Next 3 Months, Balance, SA;de;Business Surveys
deifo_g4600010_lus_bds;Germany, Business Surveys, Ifo, Business Survey, Wholesale Trade, Total, Including Motor Vehicles, Assessment of Inventories, Balance, SA;de;Business Surveys
deifo_g4600010_pvs_bds;Germany, Business Surveys, Ifo, Business Survey, Wholesale Trade, Total, Including Motor Vehicles, Selling Prices Compared to the Previous Month, Balance, SA;de;Business Surveys
deifo_g4600010_oes_bds;Germany, Business Surveys, Ifo, Business Survey, Wholesale Trade, Total, Including Motor Vehicles, Expectations with Regard to Order Activity in the Next 3 Months, Balance, SA;de;Business Surveys
deifo_g4600010_bes_bds;Germany, Business Surveys, Ifo, Business Survey, Wholesale Trade, Total, Including Motor Vehicles, Expectations with Regard to Number of Employees, Balance, SA;de;Business Surveys
deifo_g4600010_pws_bds;Germany, Business Surveys, Ifo, Business Survey, Wholesale Trade, Total, Including Motor Vehicles, Expectations with Regard to Selling Prices in the Next 3 Months, Balance, SA;de;Business Surveys
indu_de_tot_cof_bs_m;Germany, Business Surveys, DG ECFIN, Industrial Confidence Indicator, Total Sector, Monthly, Balance, SA;de;Business Surveys
desurv0017;Germany, Economic Surveys, ZEW, Financial Market Report, Economic Expectations, Balance;de;Business Surveys
buba_mb_122274;Germany, Bundesbank, Orders Received, Germany, Residential Construction, Calendar Adjusted, Constant Prices, SA, Index;de;Construction 
deprod1380;Germany, Construction, Main Construction Industry, Calendar Adjusted (X13 JDemetra+), Constant Prices, SA (X13 JDemetra+), Index;de;Construction 
deprod1994;Germany, Construction, Building Completion Work, Calendar Adjusted (X13 JDemetra+), Constant Prices, SA (X13 JDemetra+), Index;de;Construction 
buba_mb_122273;Germany, Bundesbank, Orders Received, Germany, Structural Engineering, Excluding Residential Construction, Calendar Adjusted, Constant Prices, SA, Index;de;Construction 
buba_mb_60158;Germany, Bundesbank, Construction Permits - Estimated Construction Cost, Flows, Germany, Total (Including Construction Work on Existing Buildings) - Residential Buildings, Total, Calendar Adjusted, Current Prices, SA, EUR;de;Construction 
buba_mb_60157;Germany, Bundesbank, Construction Permits - Estimated Construction Cost, Flows, Germany, Total (Including Construction Work on Existing Buildings) - Non-Residential Buildings, Total, Calendar Adjusted, Current Prices, SA, EUR;de;Construction 
desurv0338;Germany, Consumer Surveys, Ifo, Consumer Climate, Consumer Climate, SA, Index;de;Consumer Surveys
cons2_de_tot_cof_bs_m;Germany, Consumer Surveys, DG ECFIN, Consumer Confidence, Balance, SA;de;Consumer Surveys
cons2_de_tot_4_bs_m;Germany, Consumer Surveys, DG ECFIN, Consumer Confidence, General Economic Situation Over Next 12 Months, Balance, SA;de;Consumer Surveys
cons2_de_tot_2_bs_m;Germany, Consumer Surveys, DG ECFIN, Consumer Confidence, Financial Situation Over Next 12 Months, Balance, SA;de;Consumer Surveys
cons2_de_tot_11_bs_m;Germany, Consumer Surveys, DG ECFIN, Consumer Confidence, Savings Over Next 12 Months, Balance, SA;de;Consumer Surveys
cons2_de_tot_7_bs_m;Germany, Consumer Surveys, DG ECFIN, Consumer Confidence, Unemployment Expectations Over Next 12 Months, Balance, SA;de;Consumer Surveys
desurv0028;Germany, Consumer Surveys, GfK, Consumer Climate, Willingness to Buy;de;Consumer Surveys
desurv0029;Germany, Consumer Surveys, GfK, Consumer Climate, Consumer Climate Indicator;de;Consumer Surveys
desurv0026;Germany, Consumer Surveys, GfK, Consumer Climate, Economic Expectations;de;Consumer Surveys
desurv0027;Germany, Consumer Surveys, GfK, Consumer Climate, Income Expectations;de;Consumer Surveys
buba_mb_00113;Germany, Bundesbank, Principal Assets & Liabilities of Banks (MFIs) in Germany by Category of Banks, Lendings to Non-Banks (Non-MFIs), of Which Loans, for More than 1 Year, All Categories of Banks, EUR;de;Financial Variables
buba_mb_00099;Germany, Bundesbank, Principal Assets & Liabilities of Banks (MFIs) in Germany by Category of Banks, Lendings to Non-Banks (Non-MFIs), of Which Loans, for up to & Including 1 Year, All Categories of Banks, EUR;de;Financial Variables
buba_mb_34057;Germany, Bundesbank, Deposits of Domestic Households & Non-Profit Institutions at Banks (MFIs) in Germany, Total, All Categories of Banks, EUR;de;Financial Variables
buba_mb_30379;Germany, Bundesbank, Deposits of Domestic Non-Banks (Non-MFIs) at Banks (MFIs) in Germany, Savings Deposits, Domestic Enterprises & Households, All Categories of Banks, EUR;de;Financial Variables
buba_mb_05453;Germany, Bundesbank, Monetary Capital Formation, All Maturities, German Contribution, Outstanding Amounts at the End of the Month (Stocks), SA, EUR;de;Financial Variables
dbbv36;Germany, Equity Indices, Deutsche Boerse, DAX, Automobile All-Share Index, Total Return, Close, EUR;de;Financial Variables
dbbv38;Germany, Equity Indices, Deutsche Boerse, DAX, Banks All-Share Index, Total Return, Close, EUR;de;Financial Variables
dbbwc3;Germany, Equity Indices, Deutsche Boerse, DAX, Chemicals All-Share Index, Total Return, Close, EUR;de;Financial Variables
dbnw47;Germany, Equity Indices, Deutsche Boerse, DAX, Consumer All-Share Index, Total Return, Close, EUR;de;Financial Variables
dbbtu3;Germany, Equity Indices, Deutsche Boerse, DAX, General All-Share Index, Total Return, Close, EUR;de;Financial Variables
dbnz47;Germany, Equity Indices, Deutsche Boerse, DAX, Industrial All-Share Index, Total Return, Close, EUR;de;Financial Variables
cxpl;Germany, Equity Indices, Deutsche Boerse, DAX, Prime All-Share Transportation & Logistics Index, Total Return, Close, EUR;de;Financial Variables
dbnm48;Germany, Equity Indices, Deutsche Boerse, DAX, All-Share Construction & Engineering Index, Total Return, Close, EUR;de;Financial Variables
dbnm49;Germany, Equity Indices, Deutsche Boerse, DAX, All-Share Real Estate Index, Total Return, Close, EUR;de;Financial Variables
dbn483;Germany, Equity Indices, Deutsche Boerse, DAX, Retail All-Share Index, Total Return, Close, EUR;de;Financial Variables
dbnaf4;Germany, Equity Indices, Deutsche Boerse, DAX, Basic Materials Index, Total Return, Close, EUR;de;Financial Variables
dbnag4;Germany, Equity Indices, Deutsche Boerse, DAX, Consumer Goods Index, Total Return, Close, EUR;de;Financial Variables
dbnah4;Germany, Equity Indices, Deutsche Boerse, DAX, Consumer Services Index, Total Return, Close, EUR;de;Financial Variables
dbnx7;Germany, Equity Indices, Deutsche Boerse, DAX, Financial Services All-Share Index, Total Return, Close, EUR;de;Financial Variables
dbnaj4;Germany, Equity Indices, Deutsche Boerse, DAX, Industrials Index, Total Return, Close, EUR;de;Financial Variables
dbnak4;Germany, Equity Indices, Deutsche Boerse, DAX, Information Technology Index, Total Return, Close, EUR;de;Financial Variables
dbnal4;Germany, Equity Indices, Deutsche Boerse, DAX, Pharmaceuticals & Health Care Index, Total Return, Close, EUR;de;Financial Variables
dbn486;Germany, Equity Indices, Deutsche Boerse, DAX, Telecommunication All-Share Index, Total Return, Close, EUR;de;Financial Variables
dban04;Germany, Equity Indices, Deutsche Boerse, DAX, Utilities Index, Total Return, Close, EUR;de;Financial Variables
debopa0231;Germany, Current Account, Goods, Exports, Calendar Adjusted, Current Prices, SA, EUR;de;International Trade
buba_mb_122013;Germany, Bundesbank, Indices of Foreign Trade Prices - Exports, Total, Germany, Total, Calendar Adjusted, SA, Index;de;International Trade
debopa0233;Germany, Current Account, Goods, Imports, Calendar Adjusted, Current Prices, SA, EUR;de;International Trade
buba_mb_122014;Germany, Bundesbank, Indices of Foreign Trade Prices - Imports, Total, Germany, Total, Calendar Adjusted, SA, Index;de;International Trade
detran0221;Germany, Truck Toll Mileage Index, Total, Calendar Adjusted (X13 JDemetra+), SA (X13 JDemetra+), Index;de;International Trade
delama1314;Germany, Employment, Total, Resident Concept, SA (X13 JDemetra+);de;Labor Market
delama1001;Germany, Productivity, Costs & Hours Worked, Labor Productivity, Productivity per Man-Hour Worked, Industry, Calendar Adjusted, SA, Index;de;Labor Market
buba_mb_66277;Germany, Bundesbank, Reported Vacancies, Total, Germany, Total, Absolute Value, Calendar Adjusted, SA;de;Labor Market
deprod2119;Germany, New Orders, Manufacturing, By Goods, Intermediate Goods, Calendar Adjusted (X13 JDemetra+), Constant Prices, SA (X13 JDemetra+), Index;de;Manufacturing 
deprod2124;Germany, New Orders, Manufacturing, By Goods, Capital Goods, Calendar Adjusted (X13 JDemetra+), Constant Prices, SA (X13 JDemetra+), Index;de;Manufacturing 
deprod2129;Germany, New Orders, Manufacturing, By Goods, Consumer Goods, Calendar Adjusted (X13 JDemetra+), Constant Prices, SA (X13 JDemetra+), Index;de;Manufacturing 
deprod2113;Germany, New Orders, Manufacturing, Domestic, Total, Calendar Adjusted (X13 JDemetra+), Constant Prices, SA (X13 JDemetra+), Index;de;Manufacturing 
deprod1350;Germany, Industrial Production, By Goods, Capital Goods, Calendar Adjusted (X13 JDemetra+), Constant Prices, SA (X13 JDemetra+), Index;de;Manufacturing 
deprod1355;Germany, Industrial Production, By Goods, Durable Consumer Goods, Calendar Adjusted (X13 JDemetra+), Constant Prices, SA (X13 JDemetra+), Index;de;Manufacturing 
deprod1559;Germany, Industrial Production, By Goods, Energy, Excluding Water Supply, Sewerage, Waste Management & Remediation Activities, Calendar Adjusted (X13 JDemetra+), Constant Prices, SA (X13 JDemetra+), Index;de;Manufacturing 
deprod1345;Germany, Industrial Production, By Goods, Intermediate Goods, Calendar Adjusted (X13 JDemetra+), Constant Prices, SA (X13 JDemetra+), Index;de;Manufacturing 
deprod1414;Germany, Manufacturing, Total, All Sectors, Calendar Adjusted (X13 JDemetra+), Constant Prices, SA (X13 JDemetra+), Index;de;Manufacturing 
deprod1360;Germany, Industrial Production, By Goods, Non-Durable Consumer Goods, Calendar Adjusted (X13 JDemetra+), Constant Prices, SA (X13 JDemetra+), Index;de;Manufacturing 
deprod1404;Germany, Industrial Production, Total, Calendar Adjusted (X13 JDemetra+), Constant Prices, SA (X13 JDemetra+), Index;de;Manufacturing 
deprod2112;Germany, New Orders, Manufacturing, Total, Calendar Adjusted (X13 JDemetra+), Constant Prices, SA (X13 JDemetra+), Index;de;Manufacturing 
deprod2114;Germany, New Orders, Manufacturing, Foreign, Total, Calendar Adjusted (X13 JDemetra+), Constant Prices, SA (X13 JDemetra+), Index;de;Manufacturing 
depric2458;Germany, Consumer Price Index, Total, Excluding Food & Energy, Index;de;Prices and Monetary Variables
depric0001;Germany, Consumer Price Index, Total, Index;de;Prices and Monetary Variables
oecd_mei_00397555;Germany, OECD MEI, Interest Rates, Long-Term Government Bond Yields, Combined Terms, Total;de;Prices and Monetary Variables
decons0909;Germany, Real Estate Prices, EPX Hedonic, Total, Index, Deutsche Hypothekenbank, Residential, Price Index;de;Prices and Monetary Variables
oecd_mei_00397589;Germany, OECD MEI, Interest Rates, 3-Month or 90-Day Rates & Yields, Interbank Rates, Total;de;Prices and Monetary Variables
buba_mb_05410;Germany, Bundesbank, Base Money, Eurosystem, EUR;de;Prices and Monetary Variables
demost0008;Germany, Monetary Statistics, Monetary Aggregates, M1, Total, EUR;de;Prices and Monetary Variables
demost0002;Germany, Monetary Statistics, Monetary Aggregates, M3, Total, SA, EUR;de;Prices and Monetary Variables
depric2203;Germany, Producer Price Index, Industrial Products, Total, Calendar Adjusted, SA, Index;de;Prices and Monetary Variables
ecb_stsmdeycregpc00003abs;Germany, Domestic Trade, ECB Passenger Car Registrations, New Passenger Car, Calendar Adjusted, SA;de;Retail and Consumption
detrad1360;Germany, Domestic Trade, Retail Trade, Turnover, Total, Excluding Vehicle Trade, Calendar Adjusted (X13 JDemetra+), Constant Prices, SA (X13 JDemetra+), Index;de;Retail and Consumption
